MRUN,n_oportunidades,n_supera,n_supera_con_empate,mejor_puntaje,mejor_margen,tiene_alternativa,estado3,n_preferencias,n_carreras_distintas,DEP_NOMBRE,CLEC_MAX,MATE1_MAX,ptje_obligatorias,decil,grupo_hipotesis
6926021,19,16,16,542.1,174.40000000000003,True,Con alternativa alcanzable,2,1,Part. Subvencionado,455,502,478.5,7,Otro
6926427,41,38,38,587.9,233.29999999999995,True,Con alternativa alcanzable,12,9,Municipal,500,432,466.0,1,Publico
6927408,29,27,27,587.8,142.79999999999995,True,Con alternativa alcanzable,2,2,Part. Pagado,619,602,610.5,5,Part. Pagado
6929089,0,0,0,,,False,Sin candidatos evaluables,3,3,Corp. Municipal,467,508,487.5,99,Publico
6929613,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,477,516,496.5,7,Publico
6930719,18,14,14,510.7,100.59999999999997,True,Con alternativa alcanzable,1,1,Municipal,500,495,497.5,2,Publico
6932941,0,0,0,,,False,Sin candidatos evaluables,6,6,Part. Subvencionado,631,434,532.5,99,Otro
6933181,12,12,12,610.8,211.39999999999998,True,Con alternativa alcanzable,4,4,SLEP,477,502,489.5,99,Publico
6933247,45,35,35,536.2,154.50000000000006,True,Con alternativa alcanzable,11,10,Municipal,577,422,499.5,99,Publico
6933643,29,18,18,721.4,346.7,True,Con alternativa alcanzable,5,4,Municipal,540,421,480.5,99,Publico
6934739,6,6,6,659.65,261.15,True,Con alternativa alcanzable,4,4,SLEP,576,516,546.0,4,Publico
6938209,32,16,16,495.85,81.5,True,Con alternativa alcanzable,11,3,Part. Subvencionado,424,645,534.5,99,Otro
6938254,1,1,1,534.0,181.5,True,Con alternativa alcanzable,3,1,Part. Subvencionado,650,672,661.0,7,Otro
6938590,13,10,10,725.6,362.70000000000005,True,Con alternativa alcanzable,4,4,Part. Subvencionado,690,618,654.0,99,Otro
6939058,1,0,0,848.8,-62.5,False,"Con candidatos, sin alcanzar",11,2,Part. Subvencionado,756,923,839.5,1,Otro
6940106,37,37,37,625.5,238.89999999999998,True,Con alternativa alcanzable,20,20,Part. Subvencionado,514,542,528.0,99,Otro
6942550,7,6,6,624.8,81.0,True,Con alternativa alcanzable,1,1,Part. Subvencionado,333,567,450.0,1,Otro
6944612,3,1,1,540.1,17.600000000000023,True,Con alternativa alcanzable,4,1,Part. Subvencionado,511,567,539.0,4,Otro
6945022,1,0,0,666.2,-245.0999999999999,False,"Con candidatos, sin alcanzar",4,1,Part. Subvencionado,680,645,662.5,7,Otro
6947449,4,2,2,527.0,123.80000000000001,True,Con alternativa alcanzable,5,3,Part. Subvencionado,567,0,283.5,99,Otro
6948217,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,467,0,233.5,99,Publico
6949331,121,43,43,537.6,91.94999999999999,True,Con alternativa alcanzable,20,12,Part. Subvencionado,577,645,611.0,3,Otro
6949892,10,10,10,598.35,137.04999999999995,True,Con alternativa alcanzable,7,6,Municipal,455,495,475.0,8,Publico
6951470,83,73,73,576.0,197.89999999999998,True,Con alternativa alcanzable,7,7,Municipal,583,460,521.5,99,Publico
6951755,28,27,27,635.0,248.39999999999998,True,Con alternativa alcanzable,3,2,Part. Subvencionado,502,476,489.0,99,Otro
6951886,3,3,3,602.9,167.09999999999997,True,Con alternativa alcanzable,3,2,Municipal,688,557,622.5,3,Publico
6953957,19,19,19,640.5,243.7,True,Con alternativa alcanzable,3,2,Municipal,674,660,667.0,3,Publico
6955962,1,0,0,683.4,-227.89999999999998,False,"Con candidatos, sin alcanzar",6,4,Part. Subvencionado,663,601,632.0,99,Otro
6957470,6,5,5,564.9,52.400000000000034,True,Con alternativa alcanzable,2,2,Part. Subvencionado,415,476,445.5,99,Otro
6957795,1,0,0,735.8,-175.5,False,"Con candidatos, sin alcanzar",20,3,Part. Subvencionado,690,780,735.0,1,Otro
6959455,21,19,19,619.9,238.2,True,Con alternativa alcanzable,3,2,Municipal,590,587,588.5,2,Publico
6960012,11,11,11,645.4,140.40000000000003,True,Con alternativa alcanzable,6,6,Municipal,567,486,526.5,99,Publico
6960442,19,17,17,583.1,215.40000000000003,True,Con alternativa alcanzable,3,1,Part. Subvencionado,590,553,571.5,1,Otro
6961533,5,4,4,779.5,193.60000000000002,True,Con alternativa alcanzable,2,2,Part. Subvencionado,634,486,560.0,2,Otro
6962746,5,4,4,580.4,91.5,True,Con alternativa alcanzable,5,4,Municipal,540,767,653.5,8,Publico
6964092,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,569,710,639.5,99,Publico
6964434,1,0,0,669.3,-11.350000000000023,False,"Con candidatos, sin alcanzar",1,1,Part. Subvencionado,652,741,696.5,99,Otro
6965524,0,0,0,,,False,Sin candidatos evaluables,1,1,Corp. Municipal,808,975,891.5,3,Publico
6965614,7,5,5,594.5,158.2,True,Con alternativa alcanzable,10,3,Part. Subvencionado,540,486,513.0,5,Otro
6965653,1,0,0,857.5,-53.799999999999955,False,"Con candidatos, sin alcanzar",4,1,Municipal,732,918,825.0,1,Publico
6966858,16,12,12,541.5,186.89999999999998,True,Con alternativa alcanzable,8,3,Corp. Municipal,540,502,521.0,6,Publico
6966859,35,12,12,473.5,70.80000000000001,True,Con alternativa alcanzable,4,4,Part. Subvencionado,555,403,479.0,99,Otro
6967325,19,12,12,516.3,82.69999999999999,True,Con alternativa alcanzable,7,7,Part. Subvencionado,455,601,528.0,7,Otro
6968529,37,29,29,566.7,154.05,True,Con alternativa alcanzable,4,4,Corp. Municipal,511,738,624.5,5,Publico
6970553,52,50,50,738.3,375.4,True,Con alternativa alcanzable,9,4,Corp. Municipal,710,601,655.5,8,Publico
6972701,41,41,41,776.1,396.0,True,Con alternativa alcanzable,14,10,Part. Subvencionado,710,753,731.5,99,Otro
6972919,28,26,26,656.8,270.19999999999993,True,Con alternativa alcanzable,4,3,Part. Subvencionado,440,460,450.0,99,Otro
6973055,1,0,0,681.7,-229.5999999999999,False,"Con candidatos, sin alcanzar",4,1,Part. Subvencionado,634,648,641.0,3,Otro
6973537,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,605,1000,802.5,99,Otro
6973743,28,28,28,735.0,348.4,True,Con alternativa alcanzable,4,1,Part. Subvencionado,690,738,714.0,5,Otro
6973790,1,0,0,743.3,-168.0,False,"Con candidatos, sin alcanzar",7,1,Part. Subvencionado,777,662,719.5,99,Otro
6974440,14,14,14,745.1,291.70000000000005,True,Con alternativa alcanzable,2,2,Part. Subvencionado,710,861,785.5,3,Otro
6977805,1,0,0,683.9,-227.39999999999998,False,"Con candidatos, sin alcanzar",7,1,Corp. Municipal,650,601,625.5,4,Publico
6978648,21,19,19,575.5,195.39999999999998,True,Con alternativa alcanzable,12,6,SLEP,590,601,595.5,7,Publico
6980443,1,0,0,793.3,-118.0,False,"Con candidatos, sin alcanzar",6,2,SLEP,770,767,768.5,1,Publico
6981462,76,68,68,638.6,270.90000000000003,True,Con alternativa alcanzable,11,8,Municipal,634,516,575.0,2,Publico
6983058,37,33,33,535.4,167.7,True,Con alternativa alcanzable,3,3,Part. Subvencionado,538,527,532.5,7,Otro
6983144,26,23,23,596.8,229.09999999999997,True,Con alternativa alcanzable,5,4,SLEP,484,595,539.5,99,Publico
6983830,8,5,5,569.0,144.90000000000003,True,Con alternativa alcanzable,2,1,Part. Subvencionado,500,495,497.5,1,Otro
6984188,23,17,17,587.1,207.0,True,Con alternativa alcanzable,8,5,Municipal,576,446,511.0,99,Publico
6984268,19,19,19,607.2,207.89999999999998,True,Con alternativa alcanzable,8,8,SLEP,590,595,592.5,1,Publico
6984721,10,10,10,641.35,215.70000000000005,True,Con alternativa alcanzable,2,2,Part. Subvencionado,583,618,600.5,8,Otro
6986157,1,0,0,849.6,-61.69999999999993,False,"Con candidatos, sin alcanzar",3,1,Part. Subvencionado,794,880,837.0,3,Otro
6986158,0,0,0,,,False,Sin candidatos evaluables,5,5,Part. Subvencionado,710,880,795.0,99,Otro
6986270,28,28,28,741.0,354.4,True,Con alternativa alcanzable,7,5,SLEP,576,587,581.5,3,Publico
6987200,19,16,16,568.2,200.50000000000006,True,Con alternativa alcanzable,1,1,Part. Subvencionado,525,460,492.5,1,Otro
6988381,1,0,0,867.4,-43.89999999999998,False,"Con candidatos, sin alcanzar",4,1,Part. Subvencionado,715,992,853.5,99,Otro
6988776,24,18,18,712.8,338.09999999999997,True,Con alternativa alcanzable,5,2,Municipal,634,446,540.0,1,Publico
6989818,8,8,8,766.1,368.70000000000005,True,Con alternativa alcanzable,1,1,Part. Subvencionado,511,609,560.0,1,Otro
6989945,19,18,18,613.8,203.50000000000006,True,Con alternativa alcanzable,3,2,Part. Subvencionado,663,609,636.0,5,Otro
6996083,21,13,13,737.8,363.09999999999997,True,Con alternativa alcanzable,1,1,Corp. Municipal,511,460,485.5,1,Publico
6996103,9,6,6,731.2,283.6,True,Con alternativa alcanzable,4,4,Part. Pagado,636,645,640.5,99,Part. Pagado
6999195,2,2,2,544.4,158.5,True,Con alternativa alcanzable,1,1,Part. Subvencionado,486,516,501.0,1,Otro
6999477,58,56,56,620.75,240.0,True,Con alternativa alcanzable,3,3,Municipal,540,682,611.0,8,Publico
6999993,3,3,3,680.4,160.89999999999998,True,Con alternativa alcanzable,1,1,Part. Subvencionado,567,579,573.0,2,Otro
7001596,9,8,8,690.0,288.6,True,Con alternativa alcanzable,1,1,Part. Subvencionado,500,421,460.5,99,Otro
7002633,5,3,3,530.0,105.10000000000002,True,Con alternativa alcanzable,5,5,Municipal,424,601,512.5,7,Publico
7005124,1,0,0,630.4,-280.9,False,"Con candidatos, sin alcanzar",3,1,Corp. Adm. Delegada,583,601,592.0,8,Otro
7005337,29,21,21,634.6,271.70000000000005,True,Con alternativa alcanzable,4,4,Part. Subvencionado,607,553,580.0,2,Otro
7005795,8,6,6,586.0,223.10000000000002,True,Con alternativa alcanzable,3,3,Corp. Municipal,583,508,545.5,2,Publico
7009866,0,0,0,,,False,Sin candidatos evaluables,2,2,Municipal,674,793,733.5,99,Publico
7010379,24,15,15,520.7,120.50000000000006,True,Con alternativa alcanzable,20,18,Part. Subvencionado,380,503,441.5,99,Otro
7010843,28,28,28,691.5,304.9,True,Con alternativa alcanzable,4,3,Municipal,699,601,650.0,2,Publico
7011662,13,12,12,556.3,201.69999999999993,True,Con alternativa alcanzable,2,2,Corp. Adm. Delegada,511,579,545.0,99,Otro
7011663,9,9,9,630.0,122.60000000000002,True,Con alternativa alcanzable,3,3,Municipal,477,486,481.5,2,Publico
7011959,1,0,0,869.4,-41.89999999999998,False,"Con candidatos, sin alcanzar",13,1,Part. Subvencionado,803,938,870.5,8,Otro
7014449,1,0,0,662.5,-248.79999999999995,False,"Con candidatos, sin alcanzar",11,1,Part. Subvencionado,590,682,636.0,3,Otro
7014879,1,0,0,754.0,-157.29999999999995,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,710,824,767.0,10,Otro
7015489,11,10,10,658.3,303.69999999999993,True,Con alternativa alcanzable,7,3,Corp. Adm. Delegada,576,403,489.5,99,Otro
7016072,3,2,2,587.8,68.29999999999995,True,Con alternativa alcanzable,5,2,Part. Subvencionado,484,526,505.0,99,Otro
7017550,5,5,5,674.65,177.89999999999998,True,Con alternativa alcanzable,1,1,Corp. Adm. Delegada,597,508,552.5,2,Otro
7017589,8,6,6,641.0,278.1,True,Con alternativa alcanzable,3,2,Part. Subvencionado,576,495,535.5,99,Otro
7018767,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,682,393,537.5,1,Otro
7018852,18,15,15,547.4,121.20000000000005,True,Con alternativa alcanzable,2,2,Part. Subvencionado,589,596,592.5,99,Otro
7020964,39,21,21,591.2,228.30000000000007,True,Con alternativa alcanzable,9,8,Part. Subvencionado,479,496,487.5,99,Otro
7020965,4,4,4,590.55,127.04999999999995,True,Con alternativa alcanzable,3,3,Part. Subvencionado,555,631,593.0,4,Otro
7022435,155,131,131,750.1,382.40000000000003,True,Con alternativa alcanzable,8,8,Municipal,440,380,410.0,1,Publico
7022921,1,1,1,595.8,81.19999999999993,True,Con alternativa alcanzable,1,1,Municipal,540,474,507.0,2,Publico
7023694,11,10,10,559.3,204.69999999999993,True,Con alternativa alcanzable,4,1,Part. Subvencionado,525,508,516.5,99,Otro
7024588,1,0,0,682.7,-228.5999999999999,False,"Con candidatos, sin alcanzar",8,1,SLEP,663,645,654.0,6,Publico
7027230,1,0,0,899.1,-12.199999999999932,False,"Con candidatos, sin alcanzar",7,1,Part. Pagado,841,923,882.0,99,Part. Pagado
7028640,1,0,0,875.2,-36.09999999999991,False,"Con candidatos, sin alcanzar",20,2,Part. Pagado,782,948,865.0,99,Part. Pagado
7028729,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,682,579,630.5,7,Otro
7029070,30,30,30,727.2,335.1,True,Con alternativa alcanzable,6,4,Part. Subvencionado,782,516,649.0,9,Otro
7029537,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,467,587,527.0,99,Otro
7031084,3,3,3,656.85,171.2,True,Con alternativa alcanzable,2,2,SLEP,583,601,592.0,3,Publico
7032313,22,13,13,496.3,118.19999999999999,True,Con alternativa alcanzable,8,2,Part. Subvencionado,415,460,437.5,1,Otro
7033266,55,44,44,571.0,208.10000000000002,True,Con alternativa alcanzable,8,7,Part. Subvencionado,528,495,511.5,8,Otro
7034609,4,2,2,596.9,77.39999999999998,True,Con alternativa alcanzable,7,2,Part. Subvencionado,511,516,513.5,99,Otro
7035539,1,0,0,886.4,-24.899999999999977,False,"Con candidatos, sin alcanzar",5,3,Part. Subvencionado,914,870,892.0,7,Otro
7035886,11,11,11,705.6,279.95000000000005,True,Con alternativa alcanzable,3,3,Part. Subvencionado,583,699,641.0,99,Otro
7036338,4,4,4,536.8,120.99999999999994,True,Con alternativa alcanzable,4,4,Municipal,500,516,508.0,1,Publico
7037884,15,15,15,770.1,331.69999999999993,True,Con alternativa alcanzable,9,9,Part. Subvencionado,860,682,771.0,1,Otro
7037998,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,525,579,552.0,99,Otro
7038003,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,674,753,713.5,99,Otro
7038221,45,33,33,568.6,205.70000000000005,True,Con alternativa alcanzable,8,5,Part. Subvencionado,467,508,487.5,99,Otro
7038455,13,13,13,659.2,204.50000000000006,True,Con alternativa alcanzable,8,6,Part. Subvencionado,492,567,529.5,7,Otro
7039198,48,48,48,688.9,302.29999999999995,True,Con alternativa alcanzable,16,16,Municipal,440,474,457.0,99,Publico
7041470,1,0,0,760.7,-150.5999999999999,False,"Con candidatos, sin alcanzar",3,1,Part. Subvencionado,748,779,763.5,5,Otro
7041481,97,69,69,642.7,268.00000000000006,True,Con alternativa alcanzable,16,13,Municipal,467,446,456.5,1,Publico
7044258,37,32,32,575.45,174.50000000000006,True,Con alternativa alcanzable,5,2,Part. Subvencionado,569,648,608.5,99,Otro
7044825,23,20,20,628.3,248.19999999999993,True,Con alternativa alcanzable,4,2,SLEP,597,618,607.5,7,Publico
7048004,3,2,2,540.8,108.34999999999997,True,Con alternativa alcanzable,1,1,Part. Subvencionado,455,502,478.5,7,Otro
7048896,1,1,1,636.55,67.75,True,Con alternativa alcanzable,2,2,Part. Subvencionado,511,516,513.5,4,Otro
7049153,18,18,18,793.7,348.80000000000007,True,Con alternativa alcanzable,3,3,Part. Pagado,761,938,849.5,99,Part. Pagado
7049630,0,0,0,,,False,Sin candidatos evaluables,1,1,Municipal,710,861,785.5,6,Publico
7049674,15,14,14,718.3,292.65,True,Con alternativa alcanzable,4,3,Part. Subvencionado,597,601,599.0,99,Otro
7050194,24,13,13,489.1,89.0,True,Con alternativa alcanzable,5,3,,525,446,485.5,99,Otro
7050659,27,23,23,561.3,116.69999999999993,True,Con alternativa alcanzable,20,11,Municipal,540,553,546.5,1,Publico
7051709,37,6,6,421.6,67.0,True,Con alternativa alcanzable,6,5,Part. Subvencionado,555,0,277.5,7,Otro
7052053,29,22,22,581.4,203.29999999999995,True,Con alternativa alcanzable,4,3,Municipal,576,393,484.5,8,Publico
7053372,0,0,0,,,False,Sin candidatos evaluables,1,1,Municipal,555,526,540.5,2,Publico
7056328,37,21,21,507.0,126.89999999999998,True,Con alternativa alcanzable,5,5,Part. Subvencionado,477,529,503.0,8,Otro
7056660,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,567,699,633.0,1,Otro
7057737,25,23,23,619.1,237.40000000000003,True,Con alternativa alcanzable,5,3,Part. Subvencionado,576,570,573.0,2,Otro
7059050,8,6,6,625.0,262.1,True,Con alternativa alcanzable,3,1,Corp. Adm. Delegada,387,516,451.5,8,Otro
7060492,65,47,47,610.5,242.8,True,Con alternativa alcanzable,9,9,Part. Subvencionado,500,539,519.5,99,Otro
7060707,25,22,22,735.8,361.09999999999997,True,Con alternativa alcanzable,12,4,Part. Subvencionado,576,609,592.5,2,Otro
7061239,1,1,1,567.4,138.0,True,Con alternativa alcanzable,3,3,SLEP,410,502,456.0,99,Publico
7061572,4,4,4,617.85,141.0,True,Con alternativa alcanzable,3,3,Corp. Municipal,674,539,606.5,99,Publico
7062335,1,0,0,770.6,-140.69999999999993,False,"Con candidatos, sin alcanzar",3,2,Part. Subvencionado,699,807,753.0,1,Otro
7062750,3,3,3,628.75,224.14999999999998,True,Con alternativa alcanzable,9,6,Part. Subvencionado,607,672,639.5,1,Otro
7063476,51,51,51,728.5,360.8,True,Con alternativa alcanzable,4,3,Part. Subvencionado,663,474,568.5,6,Otro
7066783,6,1,1,485.3,59.69999999999999,True,Con alternativa alcanzable,4,4,SLEP,525,365,445.0,99,Publico
7069246,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,607,539,573.0,9,Otro
7070077,28,28,28,685.1,298.5,True,Con alternativa alcanzable,2,2,Part. Subvencionado,663,0,331.5,1,Otro
7071287,72,27,27,631.6,251.5,True,Con alternativa alcanzable,7,6,Part. Subvencionado,0,0,0.0,1,Otro
7071346,66,42,43,551.85,102.05000000000001,True,Con alternativa alcanzable,20,12,Municipal,619,682,650.5,99,Publico
7071783,19,19,19,631.1,221.2,True,Con alternativa alcanzable,2,2,Part. Subvencionado,703,510,606.5,5,Otro
7072455,4,4,4,718.5,315.3,True,Con alternativa alcanzable,4,4,Corp. Municipal,446,447,446.5,99,Publico
7073597,23,6,6,448.4,80.69999999999999,True,Con alternativa alcanzable,6,3,Part. Subvencionado,410,502,456.0,99,Otro
7074986,21,12,12,464.9,82.90000000000003,True,Con alternativa alcanzable,3,2,Part. Subvencionado,492,446,469.0,1,Otro
7075195,8,7,7,807.8,360.19999999999993,True,Con alternativa alcanzable,11,9,Part. Subvencionado,782,780,781.0,99,Otro
7075928,18,18,18,751.2,366.29999999999995,True,Con alternativa alcanzable,2,2,Part. Pagado,597,824,710.5,99,Part. Pagado
7076014,5,5,5,597.95,127.85000000000002,True,Con alternativa alcanzable,7,7,Municipal,576,432,504.0,99,Publico
7077982,19,18,18,634.8,241.09999999999997,True,Con alternativa alcanzable,2,2,Part. Subvencionado,590,780,685.0,2,Otro
7078617,13,11,11,605.5,197.90000000000003,True,Con alternativa alcanzable,9,8,Part. Subvencionado,607,699,653.0,99,Otro
7080366,23,23,23,735.3,367.59999999999997,True,Con alternativa alcanzable,2,2,Part. Subvencionado,710,595,652.5,3,Otro
7083259,1,1,1,528.2,8.150000000000091,True,Con alternativa alcanzable,4,4,Part. Subvencionado,424,486,455.0,2,Otro
7084027,58,25,25,493.45,91.5,True,Con alternativa alcanzable,10,3,Corp. Municipal,492,539,515.5,4,Publico
7084477,22,16,16,538.7,157.00000000000006,True,Con alternativa alcanzable,5,4,Corp. Municipal,492,403,447.5,1,Publico
7084565,5,4,4,490.65,66.94999999999999,True,Con alternativa alcanzable,11,8,Part. Subvencionado,455,567,511.0,5,Otro
7085682,16,16,16,616.6,221.40000000000003,True,Con alternativa alcanzable,2,2,SLEP,597,553,575.0,7,Publico
7085683,24,20,20,620.8,239.09999999999997,True,Con alternativa alcanzable,12,4,Part. Subvencionado,540,462,501.0,8,Otro
7086270,13,10,10,580.4,187.0,True,Con alternativa alcanzable,3,3,Municipal,446,462,454.0,99,Publico
7087088,7,3,3,468.7,63.60000000000002,True,Con alternativa alcanzable,10,4,Municipal,440,474,457.0,99,Publico
7089008,2,0,0,496.8,-37.69999999999999,False,"Con candidatos, sin alcanzar",2,2,SLEP,387,460,423.5,1,Publico
7090960,3,3,3,699.7,180.20000000000005,True,Con alternativa alcanzable,2,1,Part. Subvencionado,576,539,557.5,6,Otro
7091636,36,29,29,561.3,179.59999999999997,True,Con alternativa alcanzable,3,2,Municipal,514,421,467.5,4,Publico
7092563,8,8,8,885.2,522.3000000000001,True,Con alternativa alcanzable,1,1,Part. Subvencionado,725,793,759.0,6,Otro
7093015,44,32,32,715.5,352.6,True,Con alternativa alcanzable,9,9,Part. Pagado,499,502,500.5,4,Part. Pagado
7094111,33,30,30,630.6,248.90000000000003,True,Con alternativa alcanzable,6,5,Municipal,590,486,538.0,4,Publico
7094314,3,3,3,530.2,122.90000000000003,True,Con alternativa alcanzable,1,1,Part. Subvencionado,674,516,595.0,1,Otro
7095396,10,2,2,484.6,29.900000000000034,True,Con alternativa alcanzable,4,4,Part. Subvencionado,430,447,438.5,99,Otro
7097652,1,0,0,873.9,-37.39999999999998,False,"Con candidatos, sin alcanzar",18,1,Part. Subvencionado,814,912,863.0,8,Otro
7098724,5,3,3,645.2,170.80000000000007,True,Con alternativa alcanzable,5,2,Part. Subvencionado,690,682,686.0,7,Otro
7100741,18,18,18,778.1,365.15000000000003,True,Con alternativa alcanzable,1,1,Part. Pagado,794,824,809.0,99,Part. Pagado
7100825,43,41,41,742.7,333.00000000000006,True,Con alternativa alcanzable,11,7,Part. Subvencionado,682,861,771.5,4,Otro
7102310,7,6,6,586.4,139.40000000000003,True,Con alternativa alcanzable,3,3,Municipal,440,508,474.0,2,Publico
7102895,1,0,0,722.8,-188.5,False,"Con candidatos, sin alcanzar",8,1,Municipal,823,631,727.0,5,Publico
7103262,18,11,11,509.0,127.30000000000001,True,Con alternativa alcanzable,1,1,Corp. Adm. Delegada,467,516,491.5,8,Otro
7104536,28,28,28,794.2,407.6,True,Con alternativa alcanzable,4,1,Part. Subvencionado,690,682,686.0,4,Otro
7106791,5,3,3,658.8,155.5,True,Con alternativa alcanzable,4,3,Part. Subvencionado,650,595,622.5,2,Otro
7107695,3,3,3,743.75,345.25,True,Con alternativa alcanzable,2,2,Part. Subvencionado,634,699,666.5,1,Otro
